192.876538225,171.321766135,164.938886525,160.631390242,157.072788197,154.2736648,152.182597518,150.458248874,149.007944752,147.800947266,146.826210799,146.039425354,145.346968384,144.752050171,144.244331582,143.78821855,143.432694744,143.014564875,142.698129328,142.391922261,142.128300726,141.873823825,141.645327259,141.393721743,141.206694669,141.018301017,140.831445312,140.663471222,140.494962228,140.337537079,140.191516391,140.06861704,139.970944117,139.767683397,139.661717779,139.5045894,139.442660301,139.31888425,139.233095689,139.04960434,138.973585469,138.886161665,138.803349082,138.686430955,138.652348009,138.55105287,138.465440757,138.404069047,138.351520108,138.259545025,138.146282709,138.114918795,138.069694034,138.006756342,137.89983533,137.840255973,137.807775907,137.685105244,137.691462652,137.613626334,137.540481318,137.526987416,137.470782831,137.38686332,137.375759513,137.268024667,137.272583022,137.241817752,137.177285004,137.167143915
175.875325623,167.140338287,162.887791443,159.728956757,155.787499695,154.15210083,153.010471039,150.113592072,148.157972565,146.87367363,146.711233749,145.587653885,145.614931488,144.016237488,143.821528397,145.223926086,144.955813065,142.224530563,143.246925201,143.161407318,144.321296921,143.415133438,143.955333481,140.823280334,141.263665237,142.526687164,140.953176727,140.461274948,140.313573303,139.543457947,140.740484009,140.241963348,142.227660065,140.079515076,139.447401581,139.136628952,140.987476349,140.025402756,138.926975327,142.0960849,139.953469696,140.456019516,139.489523926,138.348984833,140.380626526,138.608775177,140.54381424,139.886263046,138.586554489,139.221726227,141.937366562,139.495949936,140.489772873,139.980335236,138.903070145,140.393343201,138.698615265,139.446862183,139.206072998,138.408331528,138.120435791,139.491823959,138.837180328,139.381554642,138.946895828,140.859252319,138.961606064,138.990331039,139.038831406,140.2665802
179.835676713,157.764791593,149.397519393,143.978579629,140.437686421,138.043137693,136.253003485,134.798676786,133.618683416,132.654003754,131.857763783,131.146466092,130.536280656,130.016768341,129.556550043,129.125363423,128.7360557,128.386218997,128.065563521,127.760296215,127.484245203,127.229831224,126.972111705,126.789981759,126.571491824,126.395311917,126.221548573,126.044663946,125.890154044,125.699817907,125.574787182,125.431097537,125.285665866,125.158420133,125.054384349,124.951624007,124.827678361,124.729374071,124.615992362,124.538936518,124.471374872,124.358383387,124.258264909,124.169201494,124.0996942,124.030773981,123.949557897,123.904153942,123.810109239,123.750693928,123.697833571,123.617939453,123.559961589,123.483534962,123.435760914,123.37398253,123.335644559,123.27948564,123.222575933,123.165517647,123.155057165,123.075871416,123.027630199,122.953783125,122.915604969,122.899575195,122.848690782,122.811353593,122.764886225,122.748266685
162.067237854,150.586904449,144.871641464,141.322361374,138.081639023,135.963881149,134.943243027,132.941395264,133.49799469,130.902669907,131.955082855,129.865247421,129.076347733,129.126378174,129.391114655,128.196828079,127.805406952,128.855336685,127.722668915,130.13538353,127.213531036,127.025275955,127.210127029,126.576431351,127.442996521,125.958338394,126.26620636,126.36208847,125.843127823,127.033087158,126.60191803,125.239105377,124.385614014,128.200118866,125.170883026,124.808178406,124.787415466,125.000649567,125.381387939,124.973895416,126.1372155,125.485696487,124.814651489,124.692184143,124.450846252,124.496325302,126.560102921,125.411415024,123.7617453,124.814831085,125.440504303,125.330113297,124.779662094,125.530509491,123.556020508,123.158133392,127.67911171,124.196128387,123.141028748,125.249321213,124.026195145,124.316999207,124.480099335,124.548780212,124.69395195,126.098993073,123.16538269,124.433020401,124.930625839,124.130233154
168.301127763,142.708048123,136.060946142,131.048321547,127.458145169,124.701961004,122.647348688,121.060402832,119.8699397,118.823301738,117.981141496,117.294494379,116.650449718,116.113047915,115.62123728,115.204453333,114.867520835,114.52816563,114.215794567,113.958663455,113.678969186,113.457259258,113.217831241,113.028899397,112.832527161,112.696053342,112.501321522,112.329579426,112.192214744,112.088045183,111.924382172,111.810177793,111.698204082,111.588699521,111.481476635,111.352973785,111.288029355,111.184051153,111.103696705,111.018120658,110.918218994,110.855534696,110.781111159,110.731474748,110.627592441,110.572799599,110.480287878,110.406703339,110.380686729,110.296315086,110.232693773,110.161244035,110.110988381,110.069795407,110.023904225,109.961343162,109.888176242,109.861903284,109.808187284,109.765039659,109.706584542,109.671238098,109.621503795,109.576574776,109.555209115,109.501068046,109.434672699,109.430426469,109.410314886,109.320016646
142.75814949,137.450179443,131.422737122,126.885570908,125.068925171,122.945152359,120.173492126,119.342349701,117.641657486,118.489556732,116.556516876,115.252655411,115.123170395,115.083793945,115.805167465,115.764207306,113.265075531,112.98427536,113.277144775,113.477242279,114.953031387,112.730909348,112.539673691,113.200914993,114.073184433,111.791456604,111.417853394,112.498908615,111.56140274,111.907346954,112.27183342,111.512462387,112.057735367,111.496240463,110.646363983,110.523725967,111.063204956,112.185549393,111.429047852,111.544474869,110.373025131,110.791704636,110.659459991,110.072104492,109.460058899,109.734673843,110.72895134,110.171753464,110.280934296,109.880981827,109.614188538,110.602788315,110.628359299,110.541183014,109.025960693,110.114741135,111.985906219,109.410781937,109.926853104,109.331708755,110.360681,110.628002319,109.626730499,109.107959213,109.490480347,110.127110977,108.805871506,110.864696655,109.135640945,110.59571907
165.896075023,134.67209868,130.186386108,126.332592565,123.21951717,120.753109505,118.818481279,117.311219871,116.073270167,115.044358451,114.205954465,113.465300071,112.89503196,112.373207328,111.897618602,111.483942275,111.145837194,110.793141979,110.557264862,110.27644412,110.037033678,109.815636722,109.630417383,109.402908991,109.250696203,109.081299896,108.965643324,108.816101657,108.68925705,108.537833474,108.43529068,108.354055564,108.15676454,108.104748272,108.016240359,107.923996818,107.831078574,107.726299896,107.642063529,107.580011153,107.510709589,107.43235285,107.342295158,107.288248735,107.250180553,107.156674375,107.1202541,107.049922152,107.023487923,106.932300373,106.897846805,106.828855813,106.78483354,106.755233681,106.690996732,106.62042099,106.603054158,106.544325381,106.534690996,106.439075331,106.437327381,106.393790588,106.358736933,106.326469449,106.323436363,106.262135523,106.219102117,106.166017525,106.109679246,106.089021232
136.794772949,130.06942627,126.74183548,124.097246323,121.691112442,119.198564606,116.821816406,115.954441071,115.226288834,116.906467209,112.477580032,112.346178665,111.063885651,110.233433075,110.851966171,111.987312775,110.12926178,110.065348358,109.182206955,108.836941681,110.571474915,109.594979324,111.217720032,108.547077026,108.446112061,107.824098053,107.982609482,110.469059982,108.471235733,108.11779892,108.497613373,108.339217529,108.394822998,107.886507797,107.669712524,108.972741089,106.541127472,107.370327682,107.613852386,107.875202179,106.621481094,107.556679916,106.557415543,106.56062912,106.934679947,107.515281982,107.563169098,106.644740829,107.588788986,106.688011246,106.632932892,107.098241043,106.615512772,108.43962944,106.04896225,108.002630692,106.94185051,107.953671646,106.735017395,106.561235428,107.973947372,105.706422348,106.643669281,105.479574966,106.676816635,107.006364746,105.357516403,106.005934601,105.860125427,106.253438492
165.874046714,131.054865737,125.770375019,122.573107591,119.957501207,117.920458846,116.225873247,114.857437536,113.771857258,112.789733859,111.997311068,111.348308508,110.76631725,110.334304685,109.875823878,109.487616092,109.185652951,108.885121793,108.599550809,108.401144631,108.164402618,107.956775138,107.766090421,107.619768358,107.448952207,107.306865345,107.157166762,107.064397458,106.941104279,106.86253737,106.718844979,106.660288918,106.53713716,106.460113775,106.365826693,106.288763497,106.236838642,106.13275288,106.039152485,106.008413669,105.949874864,105.863133073,105.793291598,105.778393388,105.675103399,105.619318584,105.556374442,105.520178764,105.461960782,105.430513361,105.364763877,105.332382105,105.309685613,105.260123513,105.204944139,105.147651326,105.126565552,105.073018299,105.053389837,104.990707037,104.959824857,104.950519659,104.917795244,104.866806571,104.848624587,104.777728937,104.761901051,104.740412875,104.736847229,104.655524972
135.604596405,125.246301117,123.078259201,120.672172699,118.246826172,117.073408661,114.321484146,114.030541153,112.188768997,112.029640579,110.962969666,110.397763748,110.705871811,108.77538475,108.787465897,108.974374161,108.233844528,109.056378021,107.671474609,107.528971024,108.524805908,106.891817017,108.542311249,106.59470871,107.863674774,106.805111237,105.945855408,106.283727798,106.3429953,107.755892105,106.233590775,107.149620667,105.126080475,106.589536057,105.361833038,105.260420074,105.967065735,106.831671829,105.611808167,104.970738068,105.517997589,104.912946548,105.533892899,104.970196991,105.423108673,105.606294479,104.683244476,104.633364716,105.356295776,106.1227388,105.279020691,104.740755463,104.967219086,105.545138931,104.057525635,106.00630188,105.091552124,104.584028168,105.14095787,104.822501678,104.30416481,104.019176254,105.739718246,104.117763977,104.221301727,104.085244141,103.809237671,104.526396484,104.338102264,105.570308609
